          0.33333334          0.53936595          -1.1556801
          0.33684212          0.55836165          -1.1848787
           0.3403509          0.57672274          -1.2149049
          0.34385967          0.59215015          -1.2412837
          0.34736842          0.61303163          -1.2749184
           0.3508772          0.63045537          -1.3046998
          0.35438597          0.64644915          -1.3324244
          0.35789475          0.66303837           -1.361702
          0.36140352          0.67823511          -1.3895934
           0.3649123          0.69321316          -1.4171476
          0.36842108          0.70841515          -1.4455268
          0.37192982          0.72238362          -1.4725065
           0.3754386          0.73493236          -1.4974774
          0.37894738          0.74808604          -1.5232948
          0.38245615          0.76034284          -1.5482404
          0.38596493          0.77255923          -1.5731688
          0.38947371          0.78390706          -1.5971743
          0.39298248          0.79466718          -1.6199738
          0.39649123           0.8043071          -1.6416769
          0.40000001           0.8133173          -1.6621879
          0.40350878          0.82216555          -1.6822675
          0.40701756          0.83065176           -1.702004
          0.41052634          0.83928037            -1.72168
          0.41403508           0.8458876          -1.7385375
          0.41754389          0.85398018          -1.7572957
          0.42105263          0.86080486           -1.774094
          0.42456141          0.86702305            -1.78979
          0.42807019          0.87313282          -1.8053235
          0.43157896          0.87870038          -1.8198737
          0.43508774          0.88404256          -1.8338373
          0.43859649          0.88920784          -1.8474993
          0.44210529          0.89430636          -1.8610109
          0.44561404          0.89904016           -1.873541
          0.44912282          0.90343136           -1.885662
          0.45263159           0.9077341          -1.8975558
          0.45614037          0.91158605          -1.9085205
          0.45964915          0.91537529          -1.9192219
          0.46315789          0.91886866           -1.929316
           0.4666667          0.92247802           -1.939543
          0.47017545          0.92575926          -1.9491251
          0.47368422          0.92906111           -1.958832
            0.477193           0.9320097          -1.9675803
          0.48070177          0.93480003          -1.9759094
          0.48421055          0.93746847          -1.9840004
           0.4877193          0.93980926          -1.9914924
           0.4912281          0.94229734          -1.9989877
          0.49473685          0.94461721          -2.0061724
          0.49824563          0.94687879          -2.0131888
           0.5017544          0.94908869          -2.0200064
          0.50526315          0.95109159          -2.0264094
          0.50877196          0.95296496          -2.0324633
           0.5122807          0.95480412           -2.038399
          0.51578951          0.95664114          -2.0443587
          0.51929826          0.95826143          -2.0496972
            0.522807          0.95983654           -2.054903
          0.52631581          0.96141136          -2.0600398
          0.52982455          0.96265459           -2.064285
          0.53333336          0.96400303          -2.0688133
          0.53684211          0.96536064          -2.0733337
          0.54035091          0.96669042          -2.0777562
          0.54385966          0.96800947          -2.0820956
          0.54736841          0.96924424          -2.0862777
          0.55087721          0.97034395          -2.0900831
          0.55438596           0.9714129          -2.0938087
          0.55789477            0.972372          -2.0971847
          0.56140351          0.97341037          -2.1007574
          0.56491232          0.97437835          -2.1041346
          0.56842107          0.97531444          -2.1073942
          0.57192981          0.97623426          -2.1106036
          0.57543862          0.97708333          -2.1136053
          0.57894737          0.97789931          -2.1165106
          0.58245617          0.97866213          -2.1192284
          0.58596492          0.97937733          -2.1219051
          0.58947372           0.9801091          -2.1245434
          0.59298247          0.98081595          -2.1270576
          0.59649122          0.98149747          -2.1295192
          0.60000002          0.98206991          -2.1314886
          0.60350883          0.98270261          -2.1337683
          0.60701752          0.98331618          -2.1359966
          0.61052632           0.9838962          -2.1381106
          0.61403513          0.98446995            -2.14024
          0.61754388          0.98499483           -2.142179
          0.62105262          0.98550129          -2.1440425
          0.62456143          0.98598546          -2.1458335
          0.62807024          0.98645753          -2.1475871
          0.63157892           0.9869172          -2.1492782
          0.63508773          0.98736525          -2.1509395
          0.63859653          0.98781443          -2.1526072
          0.64210528           0.9881795           -2.153969
          0.64561403          0.98858058          -2.1554735
          0.64912283          0.98896927          -2.1569264
          0.65263158          0.98932558          -2.1582675
          0.65614033          0.98968029          -2.1596088
          0.65964913          0.99003369          -2.1609647
          0.66315794          0.99035496          -2.1621881
          0.66666669          0.99067736          -2.1634183
