                 1.5           0.35056493
           1.5157895           0.34749764
           1.5315789           0.34450272
           1.5473684            0.3413547
           1.5631579           0.33843678
           1.5789473           0.33556521
           1.5947368           0.33267879
           1.6105263           0.32992333
           1.6263158           0.32714736
           1.6421052           0.32444251
           1.6578947            0.3216995
           1.6736842           0.31903452
           1.6894736           0.31639796
           1.7052631            0.3139568
           1.7210526           0.31140342
           1.7368422           0.30897313
           1.7526315           0.30642122
           1.7684211           0.30391982
           1.7842106           0.30166411
                 1.8           0.29921085
           1.8157895            0.2968699
            1.831579           0.29457203
           1.8473685           0.29235286
           1.8631579           0.29033035
           1.8789474            0.2881254
           1.8947368            0.2857714
           1.9105263           0.28374955
           1.9263158           0.28163677
           1.9421053           0.27954626
           1.9578948           0.27769205
           1.9736842           0.27541062
           1.9894737           0.27349401
           2.0052631           0.27144682
           2.0210526           0.26965159
           2.0368421           0.26774955
           2.0526316           0.26595449
           2.0684211           0.26391515
           2.0842104             0.262135
           2.0999999           0.26048845
           2.1157894           0.25855243
           2.1315789           0.25672531
           2.1473684            0.2550714
           2.1631579           0.25341204
           2.1789474           0.25158873
            2.194737           0.25018123
           2.2105262           0.24862339
           2.2263157           0.24676186
           2.2421052           0.24515226
           2.2578948           0.24367952
           2.2736843           0.24194305
           2.2894735           0.24050024
            2.305263           0.23891726
           2.3210526           0.23748374
           2.3368421           0.23593359
           2.3526316           0.23448406
           2.3684211           0.23282021
           2.3842106           0.23143582
           2.4000001            0.2300597
           2.4157896           0.22854939
           2.4315789           0.22745752
           2.4473684           0.22589883
           2.4631579           0.22449622
           2.4789474           0.22326873
           2.4947369           0.22196375
           2.5105262           0.22062539
           2.5263157            0.2192864
           2.5421052           0.21784024
           2.5578947           0.21662407
           2.5736842           0.21546905
           2.5894737           0.21439123
           2.6052632           0.21306941
           2.6210527           0.21173264
           2.6368423           0.21064387
           2.6526315           0.20934778
            2.668421           0.20821983
           2.6842105           0.20709707
           2.6999998           0.20592646
           2.7157893           0.20486853
           2.7315788           0.20376167
           2.7473683           0.20259766
           2.7631578           0.20149589
           2.7789474           0.20059018
           2.7947369            0.1993036
           2.8105264           0.19819225
           2.8263159            0.1971259
           2.8421054           0.19611689
           2.8578947           0.19524325
           2.8736842            0.1940679
           2.8894737           0.19334206
           2.9052632            0.1922548
           2.9210525           0.19136141
            2.936842           0.19012783
           2.9526315           0.18928821
            2.968421           0.18809783
           2.9842105           0.18733469
                   3           0.18635209
